Razao Social;Cnpj;Mes;Ano;Barras;Descricao;Fabricante;Grupo;Total custo;Quantidade;Valor bruto;Valor liquido;Valor desconto
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523206929;KURAMED 50 ML;CIMED;SIMILARES;3,53;3;47,58;45,2;2,38
MR WK FCIA LTDA ME;15786984000155;5;2013;7501001156176;ABS ALWAYS BASICO SUAVE/ AB;;HIGIENE PESSOAL;1,79;2;5;5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896241217672;BONALEN 70MG C/4 CPR;;SIMILARES;26,92;2;74,42;74,42;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523206660;SINVASTAMED 20MG C/30 CPR;CIMED;SIMILARES;17,78;1;24,58;19,67;4,91
MR WK FCIA LTDA ME;15786984000155;5;2013;22788;NEOSALDINA C/4 CPR;;ETICOS;2,2;1;2,95;2,95;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896422509251;ACEBROFILINA 25MG 120ML MEDLEY;MEDLEY;GENERICOS;10,14;1;14,02;11,22;2,8
MR WK FCIA LTDA ME;15786984000155;5;2013;7891317002176;ACETILCISTEINA 20MG 150ML EURO;EUROFARMA;GENERICOS;12,19;1;15,69;14,12;1,57
MR WK FCIA LTDA ME;15786984000155;5;2013;7896004719139;DERMOSTATIN CR 60 GR;;SIMILARES;19,59;3;78,21;69,09;9,12
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075081215;SORVETE MINI ESKIBOM;;SORVETES;4,82;16;104;104;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7895800308721;HALLS MELANCIA;;CONVENIENCIAS;0,5;2;2;2;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7895800308738;TRIDENT HERBAL FRESH;;CONVENIENCIAS;1;1;1,5;1,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7895800304211;TRIDENT HORTELA;;CONVENIENCIAS;1;7;10,5;10,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7895800430002;TRIDENT TUTTI FRUTTI;;CONVENIENCIAS;1;5;7,5;7,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7895800305065;TRIDENT FRESH=MINT;;CONVENIENCIAS;0,88;2;3;3;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7895800201503;TRIDENT MORANGO;;CONVENIENCIAS;1;1;1,5;1,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7895800300145;HALLS CEREJA;;CONVENIENCIAS;0,5;3;3;3;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7895800303313;HALLS EXTRA FORTE;;CONVENIENCIAS;0,5;7;7;7;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898315340378;ESP BANHO VEGETAL ATOALHADA;;PERFUMARIA;2,3;1;3,59;3,59;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898315340453;PENTE  JULEON BIG;;PERFUMARIA;1,44;1;2,29;2,29;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7894900060010;SPRITE 350 ML;;CONVENIENCIAS;1,35;1;2,5;2,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7894900130010;COCA COLA LIGHT 350 ML;;CONVENIENCIAS;1,15;1;2;2;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896472502745;KELTRINA PLUS 60 ML;;SIMILARES;16,03;1;21,33;21,33;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896637023771;LABIRIN 24MG C/30 COMP;;ETICOS;24,96;1;33,21;28,23;4,98
MR WK FCIA LTDA ME;15786984000155;5;2013;7896727900456;PRENDEDOR DOMPEL REF145-G;;PERFUMARIA;2,54;1;3,55;3,55;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891008013009;BATOM TABLETE 76GR;;CONVENIENCIAS;1,82;8;22;22;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7894900031515;FANTA LARANJA 2 LTS;;COCA COLA;2,67;2;8;8;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891000011041;CHOC BARRA GALAK 170 GR;;CONVENIENCIAS;3,33;3;13,47;13,47;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896138700072;SOL FISIOLOGICA 500ML ARBORETO;;VAREJINHO;1,62;1;3,25;3,25;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075131019;SORVETE POTE 2LTS NAPOLITANO;;SORVETES;13,6;1;18,9;18,9;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7894900700015;COCA COLA LATA ZERO ACUCAR;;CONVENIENCIAS;0,86;3;6;6;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898907309073;REP DE PONTAS BIOFIO 35ML TRAD;;PERFUMARIA;3,7;1;5,24;5,24;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898158693112;BENATUX FRAMBOESA C/12;CIFARMA;SIMILARES;8,03;1;10,69;10,69;0
MR WK FCIA LTDA ME;15786984000155;5;2013;24548;SPIDUFEN 600 COM 2 ENVELOP;;ETICOS;3,55;3;15,96;15,96;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181913252;BROMETO DE IPRATROPIO 20ML;BIOSINTETICA;GENERICOS;7,05;2;19,48;17,04;2,44
MR WK FCIA LTDA ME;15786984000155;5;2013;0;SPIDUFEN 400MG ENV 3GR;;ETICOS;1,08;8;12,24;12,24;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7895800309780;TRIDENT MELANCIA;;CONVENIENCIAS;1;7;10,5;10,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010780197;ABS S/LIVRE TEEN AG/NAT AB C/8;;PERFUMARIA;2,13;1;3,2;3,2;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896902204508;AGUA OXIGENADA C/ GLICERINA 40;;PERFUMARIA;0,77;1;1,16;1,16;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896902201590;AGUA OXIGENADA VOL10 100ML;FARMAX;OUTROS;0,71;5;6;6;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896902204423;AGUA OXIGENADA VOL 30 90ML;FARMAX;OUTROS;0,61;2;2,5;2,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181909262;CARBOCISTEINA AD 250MG 100ML;BIOSINTETICA;GENERICOS;10,69;1;14,22;11,38;2,84
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181909279;CLO9R AMBROXOL ADULTO 120ML;BIOSINTETICA;GENERICOS;11,07;1;14,73;12,52;2,21
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714218700;NAPRONAX 550 MG C/10 CPR N.Q;NEO QUIMICA;SIMILARES;13,18;1;17,54;14,91;2,63
MR WK FCIA LTDA ME;15786984000155;5;2013;70330717510;AP BARB BIC COMFORT C/2 NORMAL;;PERFUMARIA;4,5;1;6,39;6,39;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7622300732981;CHOC DIAMANTE NEGRO 25GR;;CONVENIENCIAS;1,5;2;4,06;4,06;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896019355216;CHOC SHOT 25 GR   -LACTA;;CONVENIENCIAS;0,71;1;1;1;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896015518639;DILATADOR NASAL RESPIRE MELHOR;;PERFUMARIA;14,86;1;21,25;19,12;2,12
MR WK FCIA LTDA ME;15786984000155;5;2013;7896902201101;MEL ROSADO 30 ML FARMAX;FARMAX;OUTROS;1,97;1;3,07;3,07;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181911517;ACIDO MEFENAMICO 500MG C/24 CP;BIOSINTETICA;GENERICOS;9,43;5;65,2;62,59;2,61
MR WK FCIA LTDA ME;15786984000155;5;2013;7794728001588;DEPIMEL LENCO DESC P/DEPILC/10;;PERFUMARIA;1,59;1;2,39;2,39;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523208084;ACIDO ACETIL. SALI. 100 MGC/10;CIMED;GENERICOS;1,29;4;6,84;6,84;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891000011003;CHOC BARRA NESTLE MEIO AMARGO;;NESTLE;3,16;2;8,98;8,98;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075081093;MINI CHICABON 135ML;;SORVETES;4,82;2;13;13;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7897230301327;BRONZ ANASOL FPS15 200ML;;PROT SOLAR ANASOL;15,63;1;23,45;23,45;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896004720838;REPOFLOR 200 MG FR C/ 6 CPS;LEGRAND;SIMILARES;18,94;1;25,2;17,64;7,56
MR WK FCIA LTDA ME;15786984000155;5;2013;7898169240183;B CER IN NATURA CAST/ CHOC;;CONVENIENCIAS;0,75;3;3,6;3,6;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896116860958;YAZ C/24CPR;SCHERING;ETICOS;40,78;1;56,37;47,91;8,46
MR WK FCIA LTDA ME;15786984000155;5;2013;7891000049068;PAPINHA NESTLE CARNE/LEG/MAND;;CONVENIENCIAS;2,66;2;7,52;7,52;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891000049242;PAPINHA NEST GALINHA/LEG 170G;;CONVENIENCIAS;3,65;1;4,94;4,94;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896018700659;LC UMED HUGGIES CLASSIC C/48;;PERFUMARIA;5,79;8;63,92;63,92;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075043251;SORVETE CHICABONZINHO 32ML;;SORVETES;0,74;20;20;20;0
MR WK FCIA LTDA ME;15786984000155;5;2013;25414;LUVA P/ PROCED. LEMGRUBER PAR;;OUTROS;0,14;6;4,5;4,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896202500454;ESTOMANOL 5G;;SIMILARES;1,03;16;24;24;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010690397;SAB J&J OLEOSW ESSENCIAIS HERB;;PERFUMARIA;0,85;23;27,6;22,77;4,83
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010691448;SAB J&J OLEO DE AMENDOAS 90G;;HIGIENE PESSOAL;0,8;16;18,69;15,54;3,15
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010690380;SAB J&J LAVANDA E ALECRIM 90G;;PERFUMARIA;0,85;19;22,8;18,81;3,99
MR WK FCIA LTDA ME;15786984000155;5;2013;7898422746827;SAB DOVE EXFOLIACAO DIARIA;;HIGIENE PESSOAL;1,39;1;1,95;1,79;0,16
MR WK FCIA LTDA ME;15786984000155;5;2013;7891024113783;SAB PROTEX PROPOLIS 90G;;PERFUMARIA;1,26;1;1,89;1,89;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714219288;NEOTOSS XP PED SABOR MORANGO;NEO QUIMICA;SIMILARES;6,46;2;17,2;17,2;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007541850;ABS INTERNO INTIMUS MINI;;PERFUMARIA;3,33;1;5;5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007541874;ABS INTIMUS INT SUPER C/ 8;;PERFUMARIA;3,38;1;5;5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896261008939;CATAFLAN EMUGEL 30 GR;;ETICOS;6,89;1;9,17;9,17;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898315340163;PALITO DE LARANJEIRA DE MADEIR;;PERFUMARIA;0,5;5;2,5;2,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7794728001113;CERA DEPIMIEL PTE 110GRS;;PERFUMARIA;4;1;6;6;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896241296400;VONAU FLASH 8 MG C/10 CPR;BIOLAB;ETICOS;35,76;1;49,43;44,49;4,94
MR WK FCIA LTDA ME;15786984000155;5;2013;7891000913000;BISCOITO AVEIA E MEL 200 GR;;NESTLE;2,14;1;2,9;2,9;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7791969029807;DES NIVEA AERO SENSITIV PRO;;PERFUMARIA;7,18;1;10,2;10,2;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7897889100678;AGULHA INJEX  30X7;;MATERIAIS DE CURATIVOS;0,09;2;1,2;1,2;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7791293005188;DES AXE COMPACT DARK TEMPT AER;;PERFUMARIA;4,81;1;5,99;5,99;0
MR WK FCIA LTDA ME;15786984000155;5;2013;26324;ASPIRINA 500MG C/10;;ETICOS;3,42;3;13,68;13,68;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7890704806502;SAB NIVEA CAMOMILA 90G;;PERFUMARIA;0,78;9;10,53;8,91;1,62
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007541966;INTIMUS DAYS C/40 DECOBOX;;PERFUMARIA;4,43;1;6,25;6,25;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896018700710;SH T MONICA CAMOMILA 200ML;;PERFUMARIA;4,11;1;6,37;6,37;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523208985;BABYMED MENINA 49G;;SIMILARES;4,35;4;23,96;23,96;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7892840225711;SALG SENSACAO FGO GRELHADO 45G;;ELMA CHIPS;2,04;1;2,75;2,75;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7622300172251;CHOC LACTA AO LEITE 25G;;CONVENIENCIAS;0,71;2;2;2;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896902203297;BICARBONATO DE SODIO 80 GR FAR;;VAREJINHO;0,96;1;1,5;1,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181914006;IBUPROFENO 50MG/ML 30ML;BIOSINTETICA;GENERICOS;7,05;1;9,38;9,38;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7899026420571;COND ELSEVE RT5 REP 200 ML;;PERFUMARIA;8,07;1;8,49;8,49;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891000035634;MUILON SACHET MULTICEREAIS 230;;NESTLE;1,39;1;2;2;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891350032116;GEL FIX BOZZANO AZUL 300G;;PERFUMARIA;5,77;1;9,95;9,95;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891350032130;GEL BOZANO CREME 300GRS AMAREL;;PERFUMARIA;6,77;1;9,95;7,49;2,46
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010808037;ABS S LIVRE ESPECIAL SECA C/AB;;PERFUMARIA;1,61;1;2,29;2,29;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896009116179;AROMA SH AROVITAN 300ML;;PERFUMARIA;2,8;1;3,92;3,92;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896009116087;AROMA SH CAMOMILA 300ML;;PERFUMARIA;2,55;1;3,99;3,99;0
MR WK FCIA LTDA ME;15786984000155;5;2013;78924338;DES REXONA ROLL ON POWDER;;PERFUMARIA;4,84;1;6,87;6,87;0
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808257607;DES NIVEA AQUA COOL 50ML ROLL;;PERFUMARIA;3,67;1;5,99;5,99;0
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808257669;DES NIVEA PEARL BEAUTY 50ML RO;;PERFUMARIA;3,99;2;11,98;10,98;1
MR WK FCIA LTDA ME;15786984000155;5;2013;7891350031621;GEL FIX ESTILOS BOZZ AGITO 230;;PERFUMARIA;3,52;1;5;5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7890704837612;DES NIVEA SPRAY ENERGY FRESH;;HIGIENE PESSOAL;2,33;1;3,5;3,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808257720;DES NIVEA DOUBLE EFFECT ROLL O;;PERFUMARIA;4,37;1;6,2;5,49;0,71
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808231065;DES NIVEA DOUBLE EFFECTVIOLET;;PERFUMARIA;7,18;2;20,4;19,19;1,21
MR WK FCIA LTDA ME;15786984000155;5;2013;7896112141655;COLIRIO TEUTO 20ML;TEUTO;SIMILARES;6,97;2;17,14;17,14;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007200436;PRESERVATIVO BLOWTEX TURBO C/3;;PERFUMARIA;2,18;1;3,96;3,96;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7890704851335;LIP CARE NIVEA SUN;;PERFUMARIA;7,83;1;11,5;11,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891000056615;NESTOGENO 2 400G;;NESTLE;10,08;4;52,4;52,4;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181914037;NIMESULIDA 100 MG C/12;BIOSINTETICA;GENERICOS;11,71;5;80,95;71,24;9,71
MR WK FCIA LTDA ME;15786984000155;5;2013;7899026420595;CR PENT ELSEVE REPAR TOT 5 250;;PERFUMARIA;5,53;1;7,85;7,85;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896015517014;SAL DE FRUTA ENO CX 30 ENV DUP;;ETICOS;0,95;2;2,52;2,52;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075403215;SORVETE MAGNUM CLASSICO;;SORVETES;3,83;7;40,25;40,25;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891075403239;SORV MAGNUM DARK CHOCOLATE BRA;;SORVETES;3,83;19;109,25;109,25;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896075709169;CORTADOR DE UNHA UNHEX IND;;PERFUMARIA;1,82;1;1,85;1,85;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898488470315;COMPRESSA DE GAZE AMERICA;;MATERIAIS DE CURATIVOS;0,54;12;14,4;14,4;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891008013108;CHOC BATOM TABLETE BRANCO;;CONVENIENCIAS;1,82;1;2,75;2,75;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523208763;FLUCONAZOL 150 MG C/ 1 CPR;CIMED;GENERICOS;3,58;10;49,5;46,53;2,97
MR WK FCIA LTDA ME;15786984000155;5;2013;7791293990569;DES REXONA MEN ACTIVE 105G;;PERFUMARIA;7,43;1;10,96;10,96;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891035912306;FOLHA PRONTA VEET PELE SECA;;PERFUMARIA;11,46;1;16,27;15,99;0,28
MR WK FCIA LTDA ME;15786984000155;5;2013;78925472;DES REXONA ROLL-ON INVISIBLE 5;;PERFUMARIA;5,59;1;7,94;7,94;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896181909712;PARACETAMOL GTS 15ML;BIOSINTETICA;GENERICOS;4,77;2;12,68;11,41;1,27
MR WK FCIA LTDA ME;15786984000155;5;2013;7891800341997;CURAT CREMER C/10 TRANSPARENTE;CREMER;MATERIAIS DE CURATIVOS;1,03;4;8;8;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891150001657;PIC SABOR DO CORCAO MILHO;;SORVETES;1,85;5;12,5;12,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898164152030;MANTEIGA DE CACAU HIPER FARMA;;OUTROS;0,7;18;36;36;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7791293003085;DES REXONA AERO SEXY;;PERFUMARIA;7,31;1;10,96;10,96;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007542413;ABS. INTIMUS UNIQUE SECA;;PERFUMARIA;2,35;1;3,53;3,53;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007542161;ABS INTIMUS UNIQUE SUAVE;;PERFUMARIA;2,49;1;3,74;3,74;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891150001077;SH CLEAR ANTI CASPA ANT QUEDA;;PERFUMARIA;7,22;1;10,25;9,49;0,76
MR WK FCIA LTDA ME;15786984000155;5;2013;78924345;DES REXONA BAMBOO ROLL-ON 50ML;;PERFUMARIA;4,84;1;6,87;6,87;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896472503537;LOZEPREL 20 MG C/ 56 CAPS;MULTILAB;SIMILARES;29,92;2;82,72;70,31;12,41
MR WK FCIA LTDA ME;15786984000155;5;2013;7896714205236;TORSILAX   C/ 10 CPR;NEO QUIMICA;SIMILARES;2,05;4;32,6;30,97;1,63
MR WK FCIA LTDA ME;15786984000155;5;2013;29587;PARACETAMOL 750 MG C/ 4 CPR;BIOSINTETICA;GENERICOS;1,64;6;13,08;13,08;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007542437;ABS INTIMUS NOTURNO;;PERFUMARIA;2,49;4;14,96;13,16;1,8
MR WK FCIA LTDA ME;15786984000155;5;2013;7702010130373;ESC DENT COLGATE 360  DEEP CLE;;PERFUMARIA;9,9;1;10,6;10,6;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898919980017;LENCO UMED BABY BLESS R;;LIBERADOS;1,39;1;2,15;2,15;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7895800911150;TRIDENT FRESH INTENSE 8,5 GR;;CONVENIENCIAS;1;3;4,5;4,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896085864148;SH ACQUA KIDS ERVA DOCE 250ML;;PERFUMARIA;3,69;1;5,54;5,54;0
MR WK FCIA LTDA ME;15786984000155;5;2013;0;SONRIDOR CAF C/ 2;;ETICOS;1,75;1;2,33;2,33;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891150003958;FRUTARE CASEIRO MORANGO 71GR;;SORVETES;2,59;10;35;35;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891150003941;FRUTARE CASEIRO DE BANANA 71GR;;SORVETES;2,33;6;21;21;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7501006710410;CREM DENT  ORAL B 1.2.390GRS;PROCTER;PERFUMARIA;1,49;2;5,88;5,88;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523209289;CIMEGRIPE BEBE C/ 15 ML;;SIMILARES;10,39;1;13,83;10,37;3,46
MR WK FCIA LTDA ME;15786984000155;5;2013;7896112122432;DIURIX 25 MG C/ 30 CPR;TEUTO;SIMILARES;3,85;1;5,32;5,32;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891463001771;SERINGA 5ML  C/AGULHA  DESCART;;LIBERADOS;1,06;3;4,17;4,17;0
MR WK FCIA LTDA ME;15786984000155;5;2013;78902206;AGULHA DESC INJEX 25X0,70;;PERFUMARIA;0,2;1;0,49;0,49;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891106004213;ASPIRINA AD 500 MGRS 10X10;BAYER POPULAR;ETICOS;3,86;1;5,14;5,14;0
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808555376;NIVEA SUN FPS15 PROTECT&BRONZE;;PROT SOLAR NIVEA;14,9;1;21,45;21,45;0
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808555383;NIVEA SUN FPS30 PROTECT&BRONZE;;PROT SOLAR NIVEA;19,52;4;112;112;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896013543657;CR TRAT NOVEX AZEITE OLIV 400G;;PERFUMARIA;5,49;1;8,24;8,24;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896104997635;LENCO  UMED MILI C/70;;HIGIENE PESSOAL;2,12;2;6,31;6,06;0,25
MR WK FCIA LTDA ME;15786984000155;5;2013;7896004710907;ACIDO ACETIL SALICILICO 100MG;EMS;GENERICOS;1,37;1;1,82;1,82;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891172172106;LENCO KLEENEX LEVE 60 PAGUE50;;PERFUMARIA;1,92;2;5,38;5,38;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891072000059;BRONZ BANANA BOAT LC 50;;PROT BANANA BOAT;22,43;2;67,3;67,3;0
MR WK FCIA LTDA ME;15786984000155;5;2013;78924383;DES REXONE S/ PERF ROL-ON;;PERFUMARIA;4,84;1;6,87;6,87;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010804589;COND JXJ HIDRAT INTENSA 200ML;;PERFUMARIA;5,53;1;8,3;6,99;1,31
MR WK FCIA LTDA ME;15786984000155;5;2013;7896641805943;DRAMIN B6 C/30 CPR;NYCOMED;ETICOS;10,13;1;13,48;13,48;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891024183021;COLGATE  FIO MENTA  DENTAL;;PERFUMARIA;4;1;6;4,89;1,11
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010877989;SABONETE JOHNS CHA DOCE;;PERFUMARIA;0,85;21;25,2;20,79;4,41
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010877972;SABONETE JOHNSONS 90G;;PERFUMARIA;0,85;15;18;14,85;3,15
MR WK FCIA LTDA ME;15786984000155;5;2013;7898085945063;CR/AVEIA PELE DELICADA 50 GR;;PERFUMARIA;5,81;1;7,84;7,84;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007511617;FRA.HUGGIES P;;FRALDAS;2,42;4;14;14;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896523208824;ACNEZIL BASE GEL 10%  C/10G;;SIMILARES;12,21;1;16,24;13,8;2,44
MR WK FCIA LTDA ME;15786984000155;5;2013;7899026425088;COND ELSEVE HYDRA-MAX COLAGENO;;PERFUMARIA;8,07;1;8,49;8,49;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898421990535;ALICATE CUTICULA ZHALINGER;;PERFUMARIA;11,43;2;32;23,98;8,02
MR WK FCIA LTDA ME;15786984000155;5;2013;7896012800447;FRALDA POM POM PROTK BABY C/18;;FRALDAS;12,33;2;33,98;33,98;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896033201315;CHUPETA LILLO ROSA REF 937530;;PERFUMARIA;3,24;2;9,72;9,72;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891317001940;ACETILCISTEINA 100ML GENERICO;EUROFARMA;GENERICOS;10,45;2;27,8;25,02;2,78
MR WK FCIA LTDA ME;15786984000155;5;2013;7896548197738;SYSTANE UL  10;ALCON;ETICOS;22,46;1;29,95;26,96;3
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808213351;SAB NIVEA BAMBU&LARANJEIRA 90G;;PERFUMARIA;0,78;7;8,19;6,93;1,26
MR WK FCIA LTDA ME;15786984000155;5;2013;7896012801567;FR POM POM NOT SXG C/18;;FRALDAS;12,99;2;35,72;35,72;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891150007680;SORVETE KIBON FRUTILY MORANGO;;SORVETES;1,3;2;3,5;3,5;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898133131837;XAROPE GUACO NATULAB 150ML;;SIMILARES;9,2;1;12,72;10,18;2,54
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808213474;SAN NIVEA ROMA E PROT DO LEITE;;PERFUMARIA;0,78;3;3,51;2,97;0,54
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808530878;SAB NIVEA ERVA LIMAO;;PERFUMARIA;0,78;5;5,85;4,95;0,9
MR WK FCIA LTDA ME;15786984000155;5;2013;7896033201131;CHUPETA LILLO REF581120;;PERFUMARIA;4,65;1;6,6;6,6;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896012800676;FRALDA POMPOM NOTURNA;;FRALDAS;12,99;1;17,86;17,86;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7896007543014;ABS INTIMUS TEEN C/ABAS C/8;;PERFUMARIA;1,78;1;2,67;2,67;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7891010875596;ABS CAREFREE NEUTRALIZANTC/40;;PERFUMARIA;5,31;2;15;12,7;2,3
MR WK FCIA LTDA ME;15786984000155;5;2013;4005808555338;NIVEA SUN FPS 60 BABY 125ML;;PROT SOLAR NIVEA;29,25;2;82,4;82,4;0
MR WK FCIA LTDA ME;15786984000155;5;2013;7898902502011;AGUA MIN S/G GRACIOSA 500ML ;;COCA COLA;1,61;62;124;124;0
